artist_name,song_title,spotify_id,spotify_song,spotify_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Depeche Mode,Barrel Of A Gun,5COH2h5ncTVFfAUhBM2J7k,Barrel of a Gun - 2007 Remaster,Depeche Mode,0.0221,0.522,336293.0,0.949,0.00286,4.0,0.0615,-5.216,1.0,0.073,165.872,4.0,0.707
Brenda Lee,All Alone Am I,4tMnrDxy7Vmv7HyK3ZTO2w,All Alone Am I,Brenda Lee,0.754,0.409,166573.0,0.342,0.0,5.0,0.357,-8.458,1.0,0.0252,99.568,3.0,0.423
Brenda Lee,Fool #1,4T6euKxeRyXb8GtMnHh2nM,Fool #1,Brenda Lee,0.491,0.442,147533.0,0.237,0.0,0.0,0.305,-9.328,1.0,0.0321,132.095,3.0,0.538
Brenda Lee,Break It To Me Gently,5JccvAiwcZ7n3urnXqWPsG,Break It To Me Gently,Brenda Lee,0.588,0.539,164000.0,0.26,0.0,0.0,0.134,-10.414,0.0,0.0268,92.032,3.0,0.492
Brenda Lee,Emotions,60jQTAr2OkFcV4SWSRz3st,Emotions,Brenda Lee,0.742,0.466,171227.0,0.416,5.04e-06,5.0,0.249,-8.249,1.0,0.026,98.78,3.0,0.516
Brenda Lee,That's All You Gotta Do,1aTHBOr0V8XnbgHSRPyJtg,That's All You Gotta Do,Brenda Lee,0.43,0.405,148973.0,0.57,5.09e-06,1.0,0.238,-7.919,1.0,0.042,195.855,4.0,0.956
Brenda Lee,Thanks A Lot,6pmLFftRUSofPzwJBLFPHr,Thanks a Lot,Brenda Lee,0.283,0.552,160218.0,0.724,3.69e-05,0.0,0.339,-8.145,1.0,0.0944,114.646,5.0,0.868
Brenda Lee,Think,05mx3fbnPxS0kZfFgsDMnh,What Do You Think About Lovin',Dolly Parton,0.602,0.413,159000.0,0.538,0.0,3.0,0.211,-8.639,1.0,0.0499,171.23,4.0,0.888
Brenda Lee,Ain't Gonna Cry No More,,,,,,,,,,,,,,,,
Brenda Lee,He's So Heavenly,,,,,,,,,,,,,,,,
Brenda Lee,I'm Sorry,4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,Brenda Lee,0.868,0.558,161547.0,0.223,0.000972,10.0,0.13,-12.362,1.0,0.0299,101.711,3.0,0.303
Brenda Lee,"Truly, Truly, True",,,,,,,,,,,,,,,,
Brenda Lee,She'll Never Know,3Yk7AAkxeJ9U683JHMzn3u,She'll Never Know,Brenda Lee,0.726,0.399,159240.0,0.221,5.73e-06,0.0,0.209,-13.985,1.0,0.0352,79.996,4.0,0.42
Gladys Knight And The Pips,Between Her Goodbye And My Hello,0yYrNjzFfaULcONtnfS4ZB,Between Her Goodbye And My Hello,Gladys Knight & The Pips,0.54,0.513,232547.0,0.51,1.17e-06,2.0,0.0816,-14.115,1.0,0.0399,128.256,4.0,0.607
Gladys Knight And The Pips,Neither One Of Us (Wants To Be The First To Say Goodbye),3QgSJ9CqgLPk9B4xLdwLrS,Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,0.685,0.511,264267.0,0.346,0.000124,5.0,0.294,-14.28,1.0,0.0388,140.29,4.0,0.599
Gladys Knight And The Pips,Make Me The Woman That You Go Home To,6XWLyTGeOE1o5XXefKyFeY,Make Me The Woman That You Go Home To,Gladys Knight & The Pips,0.118,0.439,231400.0,0.648,0.000321,0.0,0.0654,-9.34,1.0,0.0463,131.817,4.0,0.768
Gladys Knight And The Pips,If I Were Your Woman,3FWqBK4ZKpAdffVPvPFJjB,If I Were Your Woman - Single Version,Gladys Knight & The Pips,0.711,0.472,194533.0,0.492,0.107,6.0,0.679,-10.435,1.0,0.0583,74.09,4.0,0.555
Gladys Knight And The Pips,You Need Love Like I Do (Don't You),4Dxm37KSWN6xXTn98ddrGp,You Need Love Like I Do (Don't You?),Gladys Knight & The Pips,0.0738,0.702,219400.0,0.784,0.0,10.0,0.0497,-8.682,0.0,0.0807,103.801,4.0,0.685
Gladys Knight And The Pips,Friendship Train,6nQk9zPytXbYRB0RKqX8i9,Friendship Train,Gladys Knight & The Pips,0.53,0.674,230160.0,0.804,0.0,5.0,0.131,-7.242,1.0,0.0427,130.63,4.0,0.961
Gladys Knight And The Pips,Didn't You Know (You'd Have To Cry Sometime),6fRh1G2gtefqN2bDtK4P5T,Didn't You Know (You'd Have To Cry Sometime),Gladys Knight & The Pips,0.643,0.461,215187.0,0.461,0.0,8.0,0.379,-11.004,1.0,0.0388,148.095,4.0,0.58
Gladys Knight And The Pips,I Wish It Would Rain,6saTHS2XY1hdNiHRLtB32j,I Wish It Would Rain,Gladys Knight & The Pips,0.406,0.612,170320.0,0.324,0.00035,8.0,0.594,-14.717,1.0,0.082,90.866,4.0,0.552
Gladys Knight And The Pips,It Should Have Been Me,4iY1U3YRGoBEgaRNlvhZyJ,It Should Have Been Me,Gladys Knight & The Pips,0.547,0.603,167507.0,0.409,0.0,0.0,0.319,-13.365,1.0,0.0457,101.69,4.0,0.687
Gladys Knight And The Pips,Everybody Needs Love,7jqrD6XG20EZ5QbMdyUpZd,Everybody Needs Love,Gladys Knight & The Pips,0.64,0.583,184267.0,0.324,0.0,5.0,0.0986,-13.087,1.0,0.0493,101.305,4.0,0.78
Gladys Knight And The Pips,The End Of Our Road,4a9cvUCsCIpjwsdanrWl5t,The End Of Our Road,Gladys Knight & The Pips,0.289,0.726,137093.0,0.517,0.0,7.0,0.184,-12.548,0.0,0.0523,112.942,4.0,0.915
Bo Diddley,Say Man,4mLbbnDWp5NoJXP0WxjcmA,Say! Boss Man,Bo Diddley,0.659,0.803,150440.0,0.255,3.42e-05,1.0,0.0687,-17.302,1.0,0.0699,144.401,4.0,0.822
Emmylou Harris,Mister Sandman,3UP0fGC6X9uHp2gG6PFfgM,Mister Sandman,Emmylou Harris,0.796,0.547,142773.0,0.465,1.97e-06,10.0,0.1,-10.627,1.0,0.038,111.385,4.0,0.641
Neil Diamond,I Am...I Said/Done Too Soon,,,,,,,,,,,,,,,,
Neil Diamond,Stones/Crunchy Granola Suite,5Y9U77BbkJN9yExB8NX8uX,Crunchy Granola Suite - Single Version,Neil Diamond,0.431,0.642,174400.0,0.546,0.000116,2.0,0.214,-13.639,1.0,0.0392,86.691,4.0,0.77
Neil Diamond,Brooklyn Roads,41i0yDGjtlXKOJQPdBu2Jy,Brooklyn Roads,Neil Diamond,0.72,0.568,220667.0,0.426,0.000788,2.0,0.339,-13.433,1.0,0.0303,120.771,4.0,0.569
Neil Diamond,Brother Love's Travelling Salvation Show,39S2xu12I1IwMVqSvoORSh,Brother Love's Travelling Salvation Show,Neil Diamond,0.575,0.428,211862.0,0.432,0.00933,8.0,0.0888,-11.58,1.0,0.0288,135.142,4.0,0.808
Dinah Washington,Our Love Is Here To Stay,2hqEfg0DDLIC2hRSu3X17S,Our Love Is Here To Stay,Dinah Washington,0.915,0.412,151173.0,0.112,5.79e-05,4.0,0.114,-14.568,0.0,0.047,118.653,4.0,0.198
Laura Branigan,How Am I Supposed To Live Without You,5GzyRXMbtyoN8A4lgYicTP,How Am I Supposed to Live Without You,Laura Branigan,0.813,0.559,263320.0,0.469,8.33e-05,10.0,0.134,-8.26,1.0,0.0355,139.079,4.0,0.185
Laura Branigan,Solitaire,66f0rfiEAjfM7mqhp7Gyy1,Solitaire,Laura Branigan,0.363,0.695,245933.0,0.826,0.00391,6.0,0.113,-5.298,0.0,0.03,138.677,4.0,0.797
Brandy,Have You Ever?,6tBD4yjOf9P8rWwUlXdJFm,Have You Ever,Brandy,0.542,0.698,273440.0,0.533,0.0,2.0,0.333,-6.246,1.0,0.0437,134.001,4.0,0.275
Brandy,Almost Doesn't Count,5ZCv9I8mgChcYkSrLuLSTc,Almost Doesn't Count,Brandy,0.494,0.682,218467.0,0.543,0.0,0.0,0.158,-7.063,0.0,0.0454,71.582,4.0,0.478
Brandy,Angel In Disguise,6PQTUESsPMNcDAg2LEmxh7,Angel in Disguise,Brandy,0.0301,0.625,288267.0,0.643,0.00233,1.0,0.347,-6.773,0.0,0.0307,140.135,4.0,0.593
BLACKstreet,Tonight's The Night,3scEwKiAkfdPUdZ6k1AEoW,Tonight's The Night,Blackstreet,0.133,0.585,258027.0,0.573,1.12e-05,6.0,0.173,-5.561,0.0,0.0761,76.052,4.0,0.591
BLACKstreet,Before I Let You Go,2rkVoKVEMuct8SmEIGKzBw,Before I Let You Go,Blackstreet,0.325,0.67,299800.0,0.468,0.0,1.0,0.0516,-6.725,0.0,0.0328,140.069,4.0,0.486
BLACKstreet,Joy,08TTz3bxSStwQKxZ8bEJ8C,Joy,Blackstreet,0.217,0.661,295800.0,0.493,0.0,8.0,0.0664,-8.485,0.0,0.0326,95.021,4.0,0.201
BLACKstreet,Booti Call,7ABJ2azouB9EwEYzL9Tljt,Booti Call,Blackstreet,0.00819,0.87,266493.0,0.92,0.000838,9.0,0.083,-2.858,0.0,0.0538,99.123,4.0,0.852
Brownstone,I Can't Tell You Why,74oQkrFn64k3furu8GoBLr,I Can't Tell You Why,Brownstone,0.27,0.471,246200.0,0.453,0.000253,11.0,0.107,-13.593,0.0,0.0293,176.085,4.0,0.414
Brownstone,If You Love Me,0BTGqPIW9acmhhUmENkq5r,If You Love Me,Brownstone,0.225,0.687,304160.0,0.583,0.0,7.0,0.105,-10.224,1.0,0.0639,95.138,4.0,0.211
Brownstone,Grapevyne,69sIrKE4gd2NdIdstf9Ebh,Grapevyne,Brownstone,0.0765,0.723,336933.0,0.641,0.000216,11.0,0.116,-9.178,0.0,0.0316,137.336,4.0,0.673
Boyz II Men,Thank You In Advance,1qLDXxbJK1VLwS9jArwWnC,Thank You In Advance,Boyz II Men,0.0897,0.698,251307.0,0.435,0.0,1.0,0.275,-6.876,1.0,0.0445,119.988,4.0,0.208
Boyz II Men,Motownphilly,4LxIGAVfcQIw0zAQRyFhU8,Motownphilly,Boyz II Men,0.0143,0.754,235227.0,0.857,2.14e-05,2.0,0.278,-9.699,1.0,0.0605,114.144,4.0,0.785
Boyz II Men,It's So Hard To Say Goodbye To Yesterday,264JdkdtNRAGL4M4PnDYHC,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,0.915,0.3,168627.0,0.225,0.0,4.0,0.159,-11.079,1.0,0.0264,87.698,4.0,0.294
Boyz II Men,Please Don't Go,6wpz7aQOAk2plmGYrSr61H,Please Don't Go,Boyz II Men,0.197,0.644,263960.0,0.663,0.0,6.0,0.302,-12.847,0.0,0.0454,135.622,4.0,0.743
Peabo Bryson,Can You Stop The Rain,33SzyCoUlWiVdcJvkVyukX,Can You Stop the Rain,Peabo Bryson,0.353,0.684,334933.0,0.359,0.0,3.0,0.233,-12.867,0.0,0.0368,119.942,4.0,0.144
David Bowie,Fashion,1MMYuuvnD3O9Sn90gDabv9,Fashion - 2017 Remaster,David Bowie,0.549,0.855,290480.0,0.723,0.144,0.0,0.083,-9.508,1.0,0.0378,109.235,4.0,0.962
Deana Carter,Absence Of The Heart,7wLHPeD2BAtsibEcV9XYL8,Absence Of The Heart,Deana Carter,0.684,0.59,210733.0,0.299,1.83e-05,6.0,0.0976,-10.839,1.0,0.0246,84.981,4.0,0.139
Michael Franks,Popsicle Toes,2gLzBIXTrphTRCZoSRpKZJ,Popsicle Toes,Michael Franks,0.426,0.81,276400.0,0.396,0.0136,7.0,0.0996,-15.91,1.0,0.0393,126.052,4.0,0.44
The Buckinghams,Back In Love Again,5ihFDUNsWY2wKPoAis8Shk,Back In Love Again,The Buckinghams,0.0476,0.547,144293.0,0.465,0.0,10.0,0.179,-14.812,0.0,0.031,129.353,4.0,0.396
The Buckinghams,Susan,2Z8FsPTnN8s9Dtguvqspca,Susan,The Buckinghams,0.162,0.283,175360.0,0.577,0.0,0.0,0.584,-12.864,1.0,0.0908,132.65,4.0,0.397
The Buckinghams,"Mercy, Mercy, Mercy",1MiJfOXSXATS1cEEZA1wgj,"Mercy, Mercy, Mercy - Single Version",The Buckinghams,0.201,0.752,167267.0,0.433,0.0,2.0,0.0424,-11.052,1.0,0.0338,98.714,4.0,0.671
The Buckinghams,Don't You Care,7qWwWg1oIczYhL3kVyabG3,Don't You Care,The Buckinghams,0.0967,0.41,148800.0,0.566,0.0,6.0,0.263,-11.073,0.0,0.0443,142.037,4.0,0.669
The Buckinghams,Kind Of A Drag,3RnsnfrquBAy6kIejQzc2C,Kind of a Drag,The Buckinghams,0.857,0.271,126520.0,0.783,0.00965,7.0,0.285,-7.996,1.0,0.0457,138.836,4.0,0.533
Deana Carter,Did I Shave My Legs For This?,3rlU8GywVlHOd09sfzOLx8,Did I Shave My Legs For This?,Deana Carter,0.4,0.638,192773.0,0.413,0.0,9.0,0.0845,-5.759,1.0,0.0256,89.126,3.0,0.334
Deana Carter,Strawberry Wine,3ODF56f90W3qxDqxHAUi3v,Strawberry Wine,Deana Carter,0.302,0.558,290467.0,0.435,0.0,1.0,0.0351,-6.812,1.0,0.0264,122.385,3.0,0.199
Deana Carter,We Danced Anyway,4fOFOwrAHA9PdhOL7lciok,We Danced Anyway,Deana Carter,0.502,0.629,202533.0,0.721,0.0,6.0,0.307,-3.722,1.0,0.0277,94.054,4.0,0.651
Mary Chapin Carpenter,Passionate Kisses,4CzyLocgGmnRxSlHaKvYGB,Passionate Kisses,Mary Chapin Carpenter,0.589,0.625,201907.0,0.819,0.0,2.0,0.201,-6.142,1.0,0.0361,139.642,4.0,0.733
Mary Chapin Carpenter,Shut Up And Kiss Me,5eBbZPQgmEOrw8auY112lV,Shut Up and Kiss Me,Mary Chapin Carpenter,0.571,0.778,220573.0,0.75,0.000101,9.0,0.121,-5.052,1.0,0.0417,119.932,4.0,0.961
Carpenters,I Won't Last A Day Without You,42CX3VhPsCG75BFp07r9Vj,I Won't Last A Day Without You,Carpenters,0.794,0.453,232533.0,0.221,0.0,2.0,0.102,-13.192,1.0,0.045,82.199,4.0,0.459
Carpenters,Goodbye To Love,1PLgQkmhgh6GHQnomQ50Rv,Goodbye To Love,Carpenters,0.422,0.22,238267.0,0.361,0.000311,5.0,0.149,-12.017,1.0,0.0277,83.133,4.0,0.382
Carpenters,It's Going To Take Some Time,17MRUI1nql2E1GJEltjoyx,It's Going To Take Some Time,Carpenters,0.947,0.591,176054.0,0.148,0.141,0.0,0.111,-16.694,1.0,0.0337,117.483,3.0,0.314
Carpenters,Hurting Each Other,4wGKFjv7PUEZJsRk79wNKu,Hurting Each Other,Carpenters,0.765,0.341,168533.0,0.325,0.0,4.0,0.3,-9.421,1.0,0.038,93.265,3.0,0.292
The Cars,It's All I Can Do,1Lf1BSVQV4Q5SuKeHhGd2A,It's All I Can Do,The Cars,0.0386,0.603,225760.0,0.701,0.00106,7.0,0.211,-9.719,1.0,0.0274,118.664,4.0,0.961
The Cars,Let's Go,43G3McVkRa8V7oGQzfQuRr,Let's Go,The Cars,0.00824,0.651,213173.0,0.83,0.0429,2.0,0.0837,-8.785,1.0,0.0316,131.282,4.0,0.917
The Cars,Why Can't I Have You,3hPljMlsrP2S4j2WQdhZo0,Why Can't I Have You,The Cars,0.358,0.586,245507.0,0.503,1.41e-05,4.0,0.0426,-10.001,0.0,0.0322,206.208,4.0,0.895
The Cars,You Might Think,35wVRTJlUu2kDkqXFegOKt,You Might Think,The Cars,0.109,0.728,184717.0,0.855,0.000576,2.0,0.113,-6.031,1.0,0.0333,133.887,4.0,0.971
The Cars,Drive,3wfujdbamR3Z46F4xav7LM,Drive,The Cars,0.124,0.582,234493.0,0.606,0.00139,6.0,0.151,-9.961,1.0,0.0289,111.441,5.0,0.504
The Cars,Magic,7z8k6KAvjHX3RtkYNhIC9B,Magic,The Cars,0.125,0.683,237093.0,0.806,0.000548,9.0,0.191,-7.574,1.0,0.042,118.032,4.0,0.962
The Cars,Hello Again,6HFpfx0Efw1ckqKTLVrMQy,Hello Again,The Cars,0.218,0.861,228867.0,0.834,0.0264,11.0,0.23,-7.626,0.0,0.0464,129.109,4.0,0.914
The Cars,Shake It Up,5OWokvF4QOqMDQ8ByQsm6V,Shake It Up,The Cars,0.0723,0.692,215440.0,0.74,8.83e-05,0.0,0.136,-7.466,1.0,0.0329,147.274,4.0,0.864
The Cars,Since You're Gone,7zIjH2tLYxfyn2AAijMQ54,Since You're Gone,The Cars,0.042,0.618,213293.0,0.607,0.0277,0.0,0.0464,-8.625,1.0,0.0299,95.715,4.0,0.545
The Cars,Just What I Needed,4alHo6RGd0D3OUbTPExTHN,Just What I Needed,The Cars,0.0152,0.619,225627.0,0.579,6.4e-05,4.0,0.0858,-9.307,1.0,0.0473,127.224,4.0,0.69
The Cars,Good Times Roll,7hVhRCDV100Jq26NGR7adw,Good Times Roll,The Cars,0.0951,0.607,225853.0,0.662,8.27e-05,4.0,0.125,-9.456,1.0,0.0278,107.643,4.0,0.629
Louis Armstrong,What A Wonderful World,29U7stRjqHU6rMiS8BfaI9,What A Wonderful World - Single Version,Louis Armstrong,0.729,0.271,139227.0,0.165,1.6e-06,5.0,0.118,-20.652,1.0,0.0351,77.082,4.0,0.203
Brooks & Dunn,Husbands And Wives,4PADeWvTB1GbqdFO9n7JX4,Husbands And Wives,Brooks & Dunn,0.653,0.507,190347.0,0.388,0.000216,5.0,0.162,-8.069,1.0,0.027,105.601,3.0,0.12
Brooks & Dunn,I Can't Get Over You,1dRKK30xdrr7oQD8GxCavL,I Can't Get Over You,Brooks & Dunn,0.0228,0.619,246560.0,0.75,0.00101,0.0,0.0634,-3.523,1.0,0.0241,98.21,4.0,0.338
Yaz,Only You,3mGwufkovVPrzsJaXWg8PU,Only You,Yaz,0.31,0.731,195507.0,0.347,1.29e-05,9.0,0.0946,-16.691,1.0,0.0398,105.791,4.0,0.855
Lynyrd Skynyrd,Saturday Night Special,0ZQmpf5gk4k5VMopcAtyAc,Saturday Night Special,Lynyrd Skynyrd,0.0146,0.558,309667.0,0.563,0.000195,9.0,0.273,-11.259,1.0,0.0543,120.99,4.0,0.617
Lynyrd Skynyrd,Double Trouble,5ftkCxdoFGmkXbm5zgu0lS,Double Trouble,Lynyrd Skynyrd,0.252,0.658,170600.0,0.791,0.0,2.0,0.23,-9.669,1.0,0.0347,95.776,4.0,0.825
Nu Flavor,3 Little Words,4alLyN9my0O1SD9y097cPl,3 Little Words,Nu Flavor,0.504,0.709,256307.0,0.469,0.0,11.0,0.045,-7.083,0.0,0.0278,113.986,4.0,0.256
The B-52s,Good Stuff,70y8ayO7a32MwwPC0AQruT,Good Stuff,The B-52's,0.0038,0.754,355093.0,0.78,0.00226,1.0,0.0595,-5.801,0.0,0.0299,120.143,4.0,0.923
Nu Flavor,Baby Be There,5ipaVsVyXBn9XyM7VnWexd,Baby Be There,Nu Flavor,0.601,0.615,255840.0,0.516,3.33e-05,4.0,0.0524,-8.31,0.0,0.0238,83.75,4.0,0.329
Nu Flavor,Heaven,0zLMsK6UeAP4KrbekFbHvC,Heaven,Nu Flavor,0.844,0.637,298133.0,0.406,0.000176,6.0,0.0875,-12.1,1.0,0.0235,96.178,4.0,0.35
Nu Flavor Featuring Roger,Sweet Sexy Thing,4C1F2wkwri8EVTKoB24PbW,Sweet Sexy Thing,Nu Flavor,0.308,0.824,285760.0,0.574,0.0,1.0,0.0668,-7.541,0.0,0.0324,103.179,4.0,0.781
Better Than Ezra,At The Stars,761QxsXoUQQvxQvhp9uN3G,At the Stars,Better Than Ezra,0.000444,0.377,223867.0,0.874,0.000178,6.0,0.36,-5.253,0.0,0.041,79.915,4.0,0.537
Etta James,Almost Persuaded,2KqC5hNhhuTtDH8TypbOvS,Almost Persuaded,Etta James,0.226,0.456,200640.0,0.482,0.00755,3.0,0.23,-8.409,1.0,0.0392,156.553,3.0,0.311
Etta James,"Don't Cry, Baby",52JFZ4D1kYCspWMolxYtTo,Don't Cry Baby,Etta James,0.83,0.427,146227.0,0.154,2.08e-06,5.0,0.107,-15.872,1.0,0.0314,132.022,3.0,0.587
Etta James,Pushover,5yPdVpOnMBoZP5r1ep5po4,Pushover,Etta James,0.511,0.734,175160.0,0.725,0.0,0.0,0.562,-6.143,1.0,0.113,120.344,4.0,0.917
Etta James,All I Could Do Was Cry,7Ca3Zb8wejNYCoei3tlJ9e,All I Could Do Was Cry,Etta James,0.725,0.363,175627.0,0.244,8.87e-05,8.0,0.456,-8.968,1.0,0.0303,173.509,3.0,0.512
Aerosmith,Angel,3kfXUGIdBNpyr2gBvU3Guj,Angel,Aerosmith,0.304,0.239,308907.0,0.819,0.0,3.0,0.0855,-3.583,1.0,0.0393,171.449,4.0,0.439
Trace Adkins,The Rest Of Mine,0u426vS2ZZ3u4BnrLFYcGY,The Rest Of Mine,Trace Adkins,0.378,0.579,193867.0,0.477,8.97e-06,7.0,0.0776,-5.646,1.0,0.0247,85.445,4.0,0.297
Trace Adkins,More,2XFSYvCBdoFebF3nqrLByy,More,Trace Adkins,0.112,0.477,187000.0,0.811,0.000663,4.0,0.234,-6.765,1.0,0.0456,179.112,4.0,0.708
Trace Adkins,Every Light In The House,2A7j0RLnzvvlUFrevBiOQf,Every Light In The House,Trace Adkins,0.539,0.637,179600.0,0.472,0.0,5.0,0.446,-7.295,1.0,0.0271,129.236,4.0,0.349
AC/DC,Moneytalks,5u5F7qLDvZjBSktaDp4HxB,Moneytalks,AC/DC,0.000841,0.649,225947.0,0.903,0.000351,7.0,0.122,-3.677,1.0,0.0318,121.841,4.0,0.412
AC/DC,Highway To Hell,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,0.061,0.574,208400.0,0.913,0.00158,6.0,0.156,-4.793,0.0,0.133,115.728,4.0,0.423
ABBA,The Name Of The Game,1lDo24S34NvI1pAg7Oxldc,The Name Of The Game,ABBA,0.357,0.656,291867.0,0.565,0.000192,9.0,0.0629,-8.722,1.0,0.0301,77.049,4.0,0.615
ABBA,Does Your Mother Know,45EaIq9lKyoQxxTjFkiGbl,Does Your Mother Know,ABBA,0.0504,0.703,193560.0,0.824,9.19e-05,7.0,0.097,-5.17,1.0,0.0364,135.24,4.0,0.971
ABBA,Voulez-Vous,17OqI90oTFZ3J8PVu6j07V,Voulez-Vous,ABBA,0.149,0.708,309173.0,0.774,0.00109,11.0,0.169,-6.931,0.0,0.0372,126.636,4.0,0.903
ABBA,Chiquitita,762B4bOcXF7I2Y8UlKTyTy,Chiquitita,ABBA,0.734,0.5,326320.0,0.554,3.72e-06,9.0,0.312,-8.108,1.0,0.0354,84.229,4.0,0.372
ABBA,S.O.S.,24f1hOHOE5vmqFzBItusSn,S.O.S. (Almighty Club Class Filtered Mix),Abbacadabra,0.00593,0.612,408400.0,0.63,0.539,2.0,0.0464,-7.51,0.0,0.043,133.988,4.0,0.729
ABBA,"Money, Money, Money",29FNeqjOV2kPWGS55qhtGB,"Money, Money, Money",ABBA,0.43,0.756,186787.0,0.741,0.00113,9.0,0.0807,-6.426,0.0,0.0364,120.445,4.0,0.691
ABBA,The Winner Takes It All,3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,ABBA,0.574,0.454,294720.0,0.788,0.000766,6.0,0.0859,-6.748,1.0,0.0371,126.15,4.0,0.52
ABBA,Super Trouper,0J2p4KYdr6Mg4ET6JPlbe1,Super Trouper,ABBA,0.457,0.764,252853.0,0.626,6.35e-06,0.0,0.201,-8.274,1.0,0.0288,118.34,4.0,0.961
ABBA,Mamma Mia,2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,ABBA,0.295,0.749,213267.0,0.748,0.000443,2.0,0.469,-7.011,1.0,0.0323,137.547,4.0,0.827
ABBA,Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe,Take A Chance On Me,ABBA,0.163,0.684,243933.0,0.675,0.0,11.0,0.242,-8.123,1.0,0.0257,107.064,4.0,0.924
ABBA,"Knowing Me, Knowing You",798cuJeotvXP8UVa8GJPnD,"Knowing Me, Knowing You",ABBA,0.0399,0.546,241920.0,0.733,1.11e-06,2.0,0.235,-7.073,1.0,0.0299,107.285,4.0,0.91
Aerosmith,Home Tonight,5btAcDEgNCJDrfmINA4Qrn,Home Tonight,Aerosmith,0.0593,0.171,196667.0,0.512,0.000124,8.0,0.071,-8.896,1.0,0.029,78.975,4.0,0.218
Aerosmith,Last Child,5jH8ecmEyX08pQ06T0h6ly,Last Child,Aerosmith,0.026,0.517,206267.0,0.504,0.0,8.0,0.664,-11.66,1.0,0.0414,166.81,4.0,0.741
Aerosmith,Back In The Saddle,0ZGLuduCPjgWY1n85ykgMe,Back In the Saddle,Aerosmith,0.00578,0.426,280360.0,0.903,0.00945,1.0,0.0945,-9.661,1.0,0.0389,122.201,4.0,0.762
Bryan Adams,Do I Have To Say The Words?,2jstyP5wqWuPfH8GCRUrwr,Do I Have To Say The Words?,Bryan Adams,0.0821,0.505,371173.0,0.585,2.57e-06,7.0,0.161,-9.412,1.0,0.0289,128.051,4.0,0.47
AC/DC,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,AC/DC,0.00287,0.532,210173.0,0.767,0.000513,7.0,0.39,-5.509,1.0,0.0574,127.361,4.0,0.755
AC/DC,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,0.011,0.31,255493.0,0.7,0.00965,9.0,0.0828,-5.678,1.0,0.047,188.386,4.0,0.763
Aerosmith,Come Together,5OkZtvqYLkgy5ri5Ms6WBz,Come Together,Aerosmith,0.0447,0.408,224600.0,0.513,7.67e-05,9.0,0.493,-12.215,0.0,0.0292,172.435,4.0,0.648
Aerosmith,Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,Sweet Emotion,Aerosmith,0.00298,0.38,274133.0,0.76,0.0294,9.0,0.104,-10.961,1.0,0.0378,99.437,4.0,0.491
Sweet,Funk It Up (David's Song),5D05x38fGH1rCrD8DodrHM,Funk It Up (David's Song) - Special Disco Version,Sweet,0.00897,0.712,324093.0,0.578,0.032,9.0,0.113,-11.103,0.0,0.0487,115.025,4.0,0.774
Aerosmith,Dream On,5MxNLUsfh7uzROypsoO5qe,Dream On,Aerosmith,0.388,0.307,266960.0,0.433,9.08e-05,1.0,0.332,-10.057,1.0,0.029,160.9,4.0,0.224
Aerosmith,Walk This Way,5SZ6zX4rOrEQferfFC2MfP,Walk This Way,Aerosmith,0.0114,0.653,220400.0,0.73,1.03e-05,5.0,0.0754,-10.613,1.0,0.043,108.705,4.0,0.894
Oleta Adams,Get Here,1KT3ndndHOGXePgC4o0Jq9,Get Here,Oleta Adams,0.771,0.28,276733.0,0.211,0.0,10.0,0.125,-16.333,1.0,0.0357,74.106,3.0,0.223
AC/DC,Let's Get It Up,1EJIEPzahlUiev5IQ1HnuL,Let's Get It Up,AC/DC,0.000702,0.514,234027.0,0.904,0.0334,9.0,0.0815,-4.173,1.0,0.0634,108.927,4.0,0.682
Aerosmith,Pink,74uGhWp4BYpjFj1V2DzgoO,Pink,Aerosmith,0.0134,0.432,235360.0,0.751,4.58e-06,0.0,0.126,-5.124,1.0,0.0423,171.85,4.0,0.776
Aerosmith,Hole In My Soul,7kPuCwBWgXy5TGfgwNUKwV,Hole In My Soul,Aerosmith,0.00506,0.465,370093.0,0.701,0.0,0.0,0.207,-4.809,1.0,0.0268,75.427,4.0,0.216
Aerosmith,Livin' On The Edge,4avSaixVwu8uqfSs7zgoj3,Livin' On The Edge,Aerosmith,0.0019,0.399,380893.0,0.881,0.00429,2.0,0.39,-4.341,1.0,0.0347,84.58,4.0,0.272
Aerosmith,The Other Side,2fcRBvP5G8mlJiTPXnfmE2,The Other Side - Single Version,Aerosmith,0.0613,0.56,244200.0,0.973,0.00161,2.0,0.394,-4.345,1.0,0.0466,126.854,4.0,0.829
