year,metrics,count
1985,speechiness,0.023257012461740445
1986,acousticness,0.07410072854592198
1986,danceability,0.5722971315162302
1986,energy,0.799235175942349
1986,instrumentalness,0.5285397358295549
1986,liveness,0.2734217695300427
1986,loudness,0.17646211650866972
1986,speechiness,0.0
1987,acousticness,0.07233057649135499
1987,danceability,0.5759241101136681
1987,energy,0.818017264979118
1987,instrumentalness,0.3357631863464375
1987,liveness,0.33384755476270267
1987,loudness,0.1817346008419647
1987,speechiness,0.06999865496401231
1988,acousticness,0.07032449619141373
1988,danceability,0.6217418572198041
1988,energy,0.768329639500803
1988,instrumentalness,0.5231500621076252
1988,liveness,0.10066726815537352
1988,loudness,0.11613864414245745
1988,speechiness,0.08543636318917586
1989,acousticness,0.054159148644284505
1989,danceability,0.5135555437463655
1989,energy,0.8304084617112082
1989,instrumentalness,0.36022639828819375
1989,liveness,0.37228155808721075
1989,loudness,0.20777822422341585
1989,speechiness,0.04873553582110851
1990,acousticness,0.029359880417824225
1990,danceability,0.578799438366862
1990,energy,0.8197004437901905
1990,instrumentalness,0.4211912217707199
1990,liveness,0.30221000715790614
1990,loudness,0.2431713780809901
1990,speechiness,0.13893720647540064
1991,acousticness,0.030040586890204835
1991,danceability,0.6544113225469892
1991,energy,0.7802193223510767
1991,instrumentalness,0.8013048595353127
1991,liveness,0.2892365085637747
1991,loudness,0.2149104163816351
1991,speechiness,0.1234661463554948
1992,acousticness,0.03355154328477644
1992,danceability,0.6728547670996909
1992,energy,0.7813710808999179
1992,instrumentalness,0.5076969289443022
1992,liveness,0.28230432573903985
1992,loudness,0.30362177127068724
1992,speechiness,0.18232959088815526
1993,acousticness,0.03303057897614259
1993,danceability,0.7911802944591289
1993,energy,0.6452265154624124
1993,instrumentalness,0.7322110133711766
1993,liveness,0.3546095328285832
1993,loudness,0.2885460962587809
1993,speechiness,0.3489673831805291
1994,acousticness,0.13265995499439454
1994,danceability,0.6848507829239168
1994,energy,0.6132664257183098
1994,instrumentalness,0.47927131381561816
1994,liveness,0.3059123545651503
1994,loudness,0.37080153797968407
1994,speechiness,0.41330239158464266
1995,acousticness,0.11999246185325868
1995,danceability,0.6969563302341588
1995,energy,0.6276053213974246
1995,instrumentalness,0.6893535673172242
1995,liveness,0.373036740034109
1995,loudness,0.4673211368260848
1995,speechiness,0.438000479676525
1996,acousticness,0.14352059565475433
1996,danceability,0.6875540864052891
1996,energy,0.63977469062488
1996,instrumentalness,0.3791739417867866
1996,liveness,0.4231638826699542
1996,loudness,0.5454901973156747
1996,speechiness,0.3835047602834398
1997,acousticness,0.0787852687282366
1997,danceability,0.8555831435278414
1997,energy,0.65340295971381
1997,instrumentalness,0.6110900320143502
1997,liveness,0.37291889382974963
1997,loudness,0.5633809742632243
1997,speechiness,0.3907478639164327
1998,acousticness,0.12026954687145364
1998,danceability,0.7653241773510788
1998,energy,0.6059638943889207
1998,instrumentalness,0.27295601366596484
1998,liveness,0.33752246216456605
1998,loudness,0.5932568778518004
1998,speechiness,0.4300142400325889
1999,acousticness,0.06239671744572606
1999,danceability,0.7035018275127616
1999,energy,0.7923682997173964
1999,instrumentalness,0.1895695978432988
1999,liveness,0.24707330324599663
1999,loudness,0.7424001805628209
1999,speechiness,0.408457101307549
2000,acousticness,0.05385401546392271
2000,danceability,0.8453413219643799
2000,energy,0.8374978878987123
2000,instrumentalness,0.11060993776768475
2000,liveness,0.0
2000,loudness,0.8113751325976928
2000,speechiness,0.3562936897770246
2001,acousticness,0.048220180664646284
2001,danceability,0.7485176168869718
2001,energy,0.882589250342547
2001,instrumentalness,0.015715308718138393
2001,liveness,0.4069109821667154
2001,loudness,0.8638426270560169
2001,speechiness,0.5648433528556953
2002,acousticness,0.041919472877783415
2002,danceability,0.6088291556958616
2002,energy,0.8939439975407897
2002,instrumentalness,0.1621733197860067
2002,liveness,0.1312437154326187
2002,loudness,0.9026956366995151
2002,speechiness,0.5244388602124546
2003,acousticness,0.044625670422441754
2003,danceability,0.647761425127543
2003,energy,0.9149007600578543
2003,instrumentalness,0.06325419827729988
2003,liveness,0.20087422534405408
2003,loudness,0.9097444987178585
2003,speechiness,0.541285928035099
2004,acousticness,0.05643955536403289
2004,danceability,0.6669414960131612
2004,energy,0.9263608430007997
2004,instrumentalness,0.2019416410982483
2004,liveness,0.349829707093239
2004,loudness,0.9198699129856505
2004,speechiness,0.597247535821347
2005,acousticness,0.03854326691018284
2005,danceability,0.5129715343654855
2005,energy,0.8984271811382807
2005,instrumentalness,0.2680627391719824
2005,liveness,0.38840372939771584
2005,loudness,0.8984601546651108
2005,speechiness,0.5481456792456709
2006,acousticness,0.0
2006,danceability,0.5799318159327362
2006,energy,0.998198441295842
2006,instrumentalness,0.014898353995792951
2006,liveness,0.45311115253755796
2006,loudness,0.9890208833231393
2006,speechiness,0.5034932858875937
2007,acousticness,0.05577294558520135
2007,danceability,0.5242328477044795
2007,energy,0.9305316205583303
2007,instrumentalness,0.06069435003749467
2007,liveness,0.39709732410062015
2007,loudness,0.9596064095034937
2007,speechiness,0.4294528171153048
2008,acousticness,0.008446363343625196
2008,danceability,0.4154199401323879
2008,energy,0.9868379812144163
2008,instrumentalness,0.1927775328867724
2008,liveness,0.6080815098894927
2008,loudness,0.9712890126075411
2008,speechiness,0.36336421505730754
2009,acousticness,0.02568436857350087
2009,danceability,0.32017400949468344
2009,energy,1.0
2009,instrumentalness,0.1471235064500454
2009,liveness,0.5590053400221957
2009,loudness,1.0
2009,speechiness,0.3222467474357852
2010,acousticness,0.09125282008300867
2010,danceability,0.3711539701560471
2010,energy,0.9299332236650781
2010,instrumentalness,0.4148088466680169
2010,liveness,0.530577376315239
2010,loudness,0.9414434688253794
2010,speechiness,0.3766818775208295
2011,acousticness,0.04624026414674143
2011,danceability,0.3573930540350161
2011,energy,0.9588102983840607
2011,instrumentalness,0.09343545999812473
2011,liveness,0.525859452085192
2011,loudness,0.9796847196525131
2011,speechiness,0.39864064382859776
2012,acousticness,0.007030051173656071
2012,danceability,0.4559185957698455
2012,energy,0.9627982739151233
2012,instrumentalness,0.054901576527161614
2012,liveness,0.49107545076091563
2012,loudness,0.9604557776501748
2012,speechiness,0.37999427881564174
2013,acousticness,0.026948446377817736
2013,danceability,0.4715875871056405
2013,energy,0.8514513358469324
2013,instrumentalness,0.0
2013,liveness,0.5142987480630534
2013,loudness,0.9291785504791779
2013,speechiness,0.4357813339165326
2014,acousticness,0.08013393900753418
2014,danceability,0.5475767577574211
2014,energy,0.8816673252614384
2014,instrumentalness,0.09661781964523412
2014,liveness,0.3319572776111257
2014,loudness,0.9018920397489567
2014,speechiness,0.3122325787215289
2015,acousticness,0.07628760795203765
2015,danceability,0.6491624573808696
2015,energy,0.7209089164700955
2015,instrumentalness,0.04128719562039947
2015,liveness,0.28626842625607596
2015,loudness,0.8344960696312571
2015,speechiness,0.4867145583640803
2016,acousticness,0.12144256116563651
2016,danceability,0.6530110792428627
2016,energy,0.642105155289745
2016,instrumentalness,0.02844551081599464
2016,liveness,0.2936602885570383
2016,loudness,0.7841363883500785
2016,speechiness,0.6675699705468102
2017,acousticness,0.09678711255408456
2017,danceability,0.9017498176658236
2017,energy,0.6065145214165448
2017,instrumentalness,0.07355163760839802
2017,liveness,0.20755368415133346
2017,loudness,0.8003936381919798
2017,speechiness,0.8463760870507878
2018,acousticness,0.10024180459730253
2018,danceability,1.0
2018,energy,0.6112767394120633
2018,instrumentalness,0.08284313258215674
2018,liveness,0.3191064951484115
2018,loudness,0.8296583883142654
2018,speechiness,0.9999999999999999
2019,acousticness,0.15561504268232085
2019,danceability,0.9681062286739066
2019,energy,0.5991122050093245
2019,instrumentalness,0.08919140632491494
2019,liveness,0.22741398497716903
2019,loudness,0.8076107567486768
2019,speechiness,0.900714390017416
