spotify_id,lowlevel.average_loudness,lowlevel.barkbands_crest.mean,lowlevel.barkbands_crest.stdev,lowlevel.barkbands_flatness_db.mean,lowlevel.barkbands_flatness_db.stdev,lowlevel.barkbands_kurtosis.mean,lowlevel.barkbands_kurtosis.stdev,lowlevel.barkbands_skewness.mean,lowlevel.barkbands_skewness.stdev,lowlevel.barkbands_spread.mean,lowlevel.barkbands_spread.stdev,lowlevel.dissonance.mean,lowlevel.dissonance.stdev,lowlevel.dynamic_complexity,lowlevel.erbbands_crest.mean,lowlevel.erbbands_crest.stdev,lowlevel.erbbands_flatness_db.mean,lowlevel.erbbands_flatness_db.stdev,lowlevel.erbbands_kurtosis.mean,lowlevel.erbbands_kurtosis.stdev,lowlevel.erbbands_skewness.mean,lowlevel.erbbands_skewness.stdev,lowlevel.erbbands_spread.mean,lowlevel.erbbands_spread.stdev,lowlevel.hfc.mean,lowlevel.hfc.stdev,lowlevel.loudness_ebu128.integrated,lowlevel.loudness_ebu128.loudness_range,lowlevel.loudness_ebu128.momentary.mean,lowlevel.loudness_ebu128.momentary.stdev,lowlevel.loudness_ebu128.short_term.mean,lowlevel.loudness_ebu128.short_term.stdev,lowlevel.melbands_crest.mean,lowlevel.melbands_crest.stdev,lowlevel.melbands_flatness_db.mean,lowlevel.melbands_flatness_db.stdev,lowlevel.melbands_kurtosis.mean,lowlevel.melbands_kurtosis.stdev,lowlevel.melbands_skewness.mean,lowlevel.melbands_skewness.stdev,lowlevel.melbands_spread.mean,lowlevel.melbands_spread.stdev,lowlevel.pitch_salience.mean,lowlevel.pitch_salience.stdev,lowlevel.silence_rate_20dB.mean,lowlevel.silence_rate_20dB.stdev,lowlevel.silence_rate_30dB.mean,lowlevel.silence_rate_30dB.stdev,lowlevel.silence_rate_60dB.mean,lowlevel.silence_rate_60dB.stdev,lowlevel.spectral_centroid.mean,lowlevel.spectral_centroid.stdev,lowlevel.spectral_complexity.mean,lowlevel.spectral_complexity.stdev,lowlevel.spectral_decrease.mean,lowlevel.spectral_decrease.stdev,lowlevel.spectral_energy.mean,lowlevel.spectral_energy.stdev,lowlevel.spectral_energyband_high.mean,lowlevel.spectral_energyband_high.stdev,lowlevel.spectral_energyband_low.mean,lowlevel.spectral_energyband_low.stdev,lowlevel.spectral_energyband_middle_high.mean,lowlevel.spectral_energyband_middle_high.stdev,lowlevel.spectral_energyband_middle_low.mean,lowlevel.spectral_energyband_middle_low.stdev,lowlevel.spectral_entropy.mean,lowlevel.spectral_entropy.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_kurtosis.mean,lowlevel.spectral_kurtosis.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,lowlevel.spectral_rolloff.mean,lowlevel.spectral_rolloff.stdev,lowlevel.spectral_skewness.mean,lowlevel.spectral_skewness.stdev,lowlevel.spectral_spread.mean,lowlevel.spectral_spread.stdev,lowlevel.spectral_strongpeak.mean,lowlevel.spectral_strongpeak.stdev,lowlevel.zerocrossingrate.mean,lowlevel.zerocrossingrate.stdev
1K1TFdBh7NrDyKiwiJEmsy,0.06218438223004341,16.076379776000977,5.85236120223999,0.4287404417991638,0.17054377496242523,524.1439208984375,14906.9970703125,0.02001895196735859,18.34699249267578,12.071882247924805,15.82982349395752,0.4025864899158478,0.1120939627289772,19.163789749145508,18.0869140625,7.057347774505615,0.4155583381652832,0.16919834911823273,15.0098876953125,35.279788970947266,0.6832306981086731,3.0111777782440186,22.02188491821289,26.233964920043945,13.679790496826172,21.859134674072266,-16.57383918762207,14.577680587768555,-32.79363250732422,21.358427047729492,-27.19015884399414,16.582530975341797,18.7789249420166,7.178006649017334,0.3716212809085846,0.15922825038433075,43.247249603271484,123.56730651855469,2.0076889991760254,4.659755229949951,25.006948471069336,40.717185974121094,0.5240375399589539,0.17563371360301971,1.0,0.0,0.9953435063362122,0.06808552145957947,0.5197187066078186,0.4996214210987091,2786.73486328125,2639.427490234375,4.238620281219482,4.927295684814453,-3.1971860714463674e-09,5.095395216869747e-09,0.013307676650583744,0.020483942702412605,0.0007702840957790613,0.002288957592099905,0.00012227123079355806,0.0007576621719636023,0.0020127997267991304,0.004463186953216791,0.010538927279412746,0.018783828243613243,6.612266540527344,1.0226505994796753,0.04226180911064148,0.04602426290512085,14.234833717346191,46.561458587646484,0.0024635891895741224,0.002629437018185854,4203.31640625,3804.697021484375,1.7414989471435547,2.524543523788452,5471374.0,3274332.25,1.3752250671386719,1.6568961143493652,0.16333094239234924,0.13533635437488556
5E7AQh3drqwYcIQkcdUs5Y,0.018727147951722145,17.017803192138672,6.471007347106934,0.46125656366348267,0.17019765079021454,3022.654052734375,45276.65234375,-5.213870525360107,44.47348403930664,9.707469940185547,13.001079559326172,0.4311373233795166,0.09888134896755219,22.2451114654541,19.856077194213867,7.6366353034973145,0.4586781859397888,0.14840257167816162,26.832035064697266,59.05433654785156,-0.3651276230812073,3.7746212482452393,15.604866981506348,21.168956756591797,13.429224967956543,24.909019470214844,-16.25284194946289,17.88496971130371,-36.49464416503906,24.581737518310547,-29.62242889404297,19.863346099853516,19.671161651611328,7.323390960693359,0.4079406261444092,0.17904113233089447,61.0404167175293,156.31011962890625,0.020225174725055695,5.743631362915039,25.964611053466797,38.53379440307617,0.4728130102157593,0.1794179528951645,1.0,0.0,1.0,0.0,0.5917319655418396,0.49151161313056946,3190.76513671875,2993.13232421875,4.701740741729736,6.455883502960205,-2.2336066329842197e-09,3.797869574384549e-09,0.009648232720792294,0.016295751556754112,0.00019493252329993993,0.0012849370250478387,9.494702908341424e-07,2.001004213525448e-05,0.006540305912494659,0.013746030628681183,0.003122233785688877,0.007520592305809259,6.162347793579102,1.178959846496582,0.04127010703086853,0.052968405187129974,24.474178314208984,60.464942932128906,0.0019834074191749096,0.0023407447151839733,4629.98486328125,3945.519287109375,2.3112564086914062,3.2371013164520264,4401637.5,3642539.75,1.6179242134094238,2.4104630947113037,0.1812131106853485,0.15620873868465424
4y1vMFRC4T2P43ovfvOor7,0.18402771651744843,14.997932434082031,6.003377437591553,0.4225827753543854,0.14843612909317017,183.26068115234375,2980.087158203125,-0.17286649346351624,10.561212539672852,10.648783683776855,12.627057075500488,0.4458196759223938,0.08256775140762329,21.692222595214844,16.681079864501953,6.712154865264893,0.4255800247192383,0.12687337398529053,14.517182350158691,41.76136779785156,0.2990383803844452,3.004664897918701,17.64423179626465,20.618783950805664,12.228703498840332,24.116741180419922,-15.553685188293457,7.587372779846191,-32.92774963378906,21.49116325378418,-25.351041793823242,14.566039085388184,17.302064895629883,7.320913314819336,0.3428572118282318,0.14425423741340637,57.630008697509766,311.3035583496094,1.1915533542633057,5.7966485023498535,26.413618087768555,34.4495735168457,0.5334770083427429,0.19005084037780762,1.0,0.0,1.0,0.0,0.5938566327095032,0.4911337196826935,3192.825927734375,2555.73583984375,4.250196933746338,5.846953868865967,-1.7820206421603757e-09,2.806640475583322e-09,0.007834941148757935,0.012341630645096302,0.00033486937172710896,0.0015924096805974841,2.6629385274645756e-07,5.446166596811963e-06,0.004956952296197414,0.010179608128964901,0.0026460725348442793,0.0061112758703529835,6.7730021476745605,0.959668755531311,0.04002779349684715,0.05037752911448479,8.905351638793945,18.789642333984375,0.0018163446802645922,0.002084417501464486,4633.11181640625,3688.64208984375,1.382880449295044,1.6275784969329834,4067410.0,2699924.75,1.3899973630905151,2.2759578227996826,0.17274203896522522,0.14067016541957855
6wwQQw2OJL5N2H0JgeBpNC,0.10865616798400879,16.350967407226562,5.91493558883667,0.42524823546409607,0.14938980340957642,136.39401245117188,2193.03515625,1.8633038997650146,8.965985298156738,8.22803783416748,10.789613723754883,0.4177664816379547,0.08897756040096283,20.255168914794922,19.018878936767578,7.202445030212402,0.4502858519554138,0.13583822548389435,14.662466049194336,34.23802947998047,1.4283568859100342,2.5312905311584473,13.138689041137695,15.921509742736816,15.254243850708008,21.960153579711914,-21.157306671142578,11.515764236450195,-37.10416030883789,24.86785316467285,-28.088335037231445,15.771556854248047,19.666847229003906,7.2827019691467285,0.38798704743385315,0.15985321998596191,28.948970794677734,69.2701644897461,2.1389567852020264,3.3123700618743896,18.395671844482422,31.49903678894043,0.46996524930000305,0.18209609389305115,1.0,0.0,0.9982970952987671,0.04123080521821976,0.4642389416694641,0.49872004985809326,1775.015625,1393.0882568359375,4.215090274810791,4.490359306335449,-2.913991714592612e-09,4.453312385521713e-09,0.012381684966385365,0.01857946068048477,0.0002072479110211134,0.0006963042542338371,1.2356339951224982e-08,2.269079857342149e-07,0.008938755840063095,0.015192748047411442,0.003658345667645335,0.011615494266152382,6.236425399780273,1.063765287399292,0.05919846519827843,0.061614327132701874,22.644512176513672,44.462615966796875,0.0024819907266646624,0.0024329989682883024,2856.067626953125,3455.439697265625,2.723619222640991,2.432108163833618,3221294.25,2350186.75,2.0223171710968018,2.4799797534942627,0.09590210765600204,0.08959554135799408
74nsOZqzZzyvFVvBy12I7Y,0.11410129070281982,13.133353233337402,5.1812052726745605,0.3244192898273468,0.09274255484342575,39.46977615356445,922.5111694335938,1.842049479484558,3.854973316192627,11.867146492004395,12.052366256713867,0.4188278317451477,0.0695311427116394,9.424715042114258,13.64118766784668,5.689930438995361,0.32106131315231323,0.08372853696346283,4.908402919769287,14.542509078979492,0.7448393106460571,1.6767483949661255,23.920124053955078,20.1181640625,11.447626113891602,19.00493049621582,-15.257488250732422,11.226247787475586,-23.989042282104492,19.309879302978516,-20.198854446411133,14.260982513427734,16.07339859008789,6.14961051940918,0.31360045075416565,0.1137705072760582,19.40595245361328,40.80908966064453,2.348456621170044,2.5807032585144043,20.1085147857666,29.130462646484375,0.5265215635299683,0.154696524143219,1.0,0.0,0.9962942004203796,0.06076861917972565,0.3640250861644745,0.48117268085479736,1285.163330078125,1106.4117431640625,6.986412048339844,5.908769130706787,-3.4990230712850234e-09,4.722192858963581e-09,0.014244519174098969,0.019116191193461418,0.0002296322345500812,0.0013211299665272236,2.874301753763575e-05,0.00021118864242453128,0.0038806088268756866,0.009243637323379517,0.010218996554613113,0.014423646964132786,6.690755844116211,0.8005357384681702,0.05414459854364395,0.04470469802618027,14.44577693939209,31.8038387298584,0.0029332293197512627,0.0023007148411124945,1736.4945068359375,2079.342529296875,2.2246313095092773,1.7676821947097778,3300296.5,1873389.0,1.133587121963501,1.4130113124847412,0.06310287863016129,0.06592506170272827
4OikxHAgM14El0wQIyyhP8,0.8837818503379822,13.325244903564453,5.27418327331543,0.33412468433380127,0.10095278173685074,14.510786056518555,75.73604583740234,1.2903540134429932,2.9140193462371826,17.442962646484375,15.88006591796875,0.43257254362106323,0.07922191917896271,4.592442035675049,14.297844886779785,5.824976921081543,0.3242557942867279,0.09064328670501709,6.95239782333374,16.233325958251953,0.7051553130149841,2.0314738750457764,28.0799503326416,24.738309860229492,23.67794418334961,24.09266471862793,-16.618335723876953,4.84233283996582,-23.77927589416504,39.28114700317383,-19.766708374023438,24.3442325592041,16.557920455932617,6.241421222686768,0.2868780195713043,0.13644658029079437,21.32761001586914,49.82017135620117,2.320970058441162,2.88315749168396,31.615915298461914,39.28513717651367,0.5166844725608826,0.16350212693214417,1.0,0.0,0.9996646642684937,0.018306972458958626,0.18587236106395721,0.3890017569065094,1767.3587646484375,1449.1683349609375,9.661786079406738,7.972253799438477,-3.766980061215008e-09,3.975258344723898e-09,0.016365131363272667,0.01620366796851158,0.0011729560792446136,0.002286725677549839,2.1635993107338436e-05,0.0008623353205621243,0.006334542762488127,0.009533166885375977,0.009096820838749409,0.012838363647460938,6.949248313903809,0.978393018245697,0.084807388484478,0.05150974914431572,19.020912170410156,86.40779876708984,0.0034744141157716513,0.0019734275992959738,2891.287109375,2961.428466796875,2.2477824687957764,2.8405344486236572,4983505.0,3037326.5,1.6838722229003906,1.7074483633041382,0.10375559329986572,0.08878517895936966
0e6jrQ880TI8IjAexAmtb6,0.35845035314559937,15.429254531860352,5.495902061462402,0.37234970927238464,0.10677208006381989,54.792945861816406,725.3942260742188,1.6306086778640747,4.893768787384033,18.342065811157227,17.099267959594727,0.3913547396659851,0.08632664382457733,16.055194854736328,15.152021408081055,6.125472545623779,0.31584006547927856,0.09535422921180725,8.710369110107422,26.991741180419922,0.8770545721054077,2.378828287124634,39.10139083862305,32.53132247924805,25.9991397857666,59.27108383178711,-17.248668670654297,6.509428024291992,-31.21247673034668,23.50787925720215,-22.756649017333984,13.403364181518555,18.63277816772461,6.541086673736572,0.31662657856941223,0.1245381087064743,60.88930892944336,144.5782928466797,3.748150587081909,5.259902477264404,33.44561767578125,48.5115852355957,0.48024359345436096,0.18613195419311523,1.0,0.0,0.9973085522651672,0.051809512078762054,0.34086933732032776,0.47400838136672974,1828.53955078125,1724.601318359375,4.85802698135376,4.337799549102783,-3.932074665868868e-09,4.458446500876789e-09,0.01719873957335949,0.018995750695466995,0.0018211896531283855,0.006987482309341431,6.36013865005225e-05,0.0005013641784898937,0.005512238014489412,0.009958500042557716,0.010180376470088959,0.015161309391260147,6.742269039154053,0.9944119453430176,0.04653053730726242,0.04075731709599495,6.249105453491211,39.59001922607422,0.0032401427160948515,0.002506144344806671,3386.06103515625,3758.878662109375,1.3388421535491943,1.8016866445541382,7111842.5,2985700.0,1.8090447187423706,2.291470527648926,0.12525087594985962,0.10882087051868439
5z5ao3FAaVwHk1g7xuOBcB,0.32016098499298096,14.82143497467041,5.627041816711426,0.4270825684070587,0.1266743242740631,394.5821228027344,6550.30126953125,-0.7118673324584961,15.05420970916748,10.407943725585938,12.073346138000488,0.404757559299469,0.10431823879480362,16.32123374938965,17.18000602722168,6.7687788009643555,0.4223617911338806,0.11776036024093628,19.334983825683594,56.26766586303711,0.15266160666942596,3.149959087371826,16.749141693115234,20.266286849975586,20.788076400756836,23.96864891052246,-12.974275588989258,10.559255599975586,-29.17144012451172,25.979541778564453,-20.18898582458496,15.826467514038086,16.979698181152344,6.890402793884277,0.3658812940120697,0.13878647983074188,31.488048553466797,108.96605682373047,0.8299587368965149,3.8448078632354736,25.462486267089844,34.700889587402344,0.5215849876403809,0.1686137467622757,1.0,0.0,1.0,0.0,0.38405412435531616,0.4863627254962921,2289.793212890625,1989.003662109375,6.0525336265563965,5.479511737823486,-3.7239942241029667e-09,4.106321505048527e-09,0.015940777957439423,0.017423223704099655,0.0003988604585174471,0.0009337835945188999,2.5918829123838805e-05,0.0003784614382311702,0.01053918432444334,0.014382665976881981,0.005066238809376955,0.00812323298305273,6.262622833251953,1.037014365196228,0.04953218623995781,0.046070318669080734,15.52126407623291,30.714187622070312,0.0030662771314382553,0.002479908289387822,3230.43798828125,2956.37890625,2.0972352027893066,2.3477656841278076,3536539.25,2240485.75,2.596573829650879,2.985198974609375,0.124615877866745,0.11105696111917496
65YX6qx31L6SOQlrSMGYeM,0.33988139033317566,16.670015335083008,6.3689117431640625,0.4157014489173889,0.14499910175800323,318.4049987792969,4348.091796875,0.8327548503875732,14.757002830505371,10.297810554504395,13.72041130065918,0.40538525581359863,0.10610297322273254,23.83125877380371,17.85099220275879,7.177863121032715,0.41188913583755493,0.12426559627056122,24.844141006469727,62.97854232788086,0.5898891687393188,3.585634469985962,18.64580726623535,22.683856964111328,13.885108947753906,24.275917053222656,-12.724618911743164,9.96495246887207,-33.71607208251953,25.79591178894043,-20.961654663085938,16.229034423828125,18.4512996673584,7.081936359405518,0.3752906918525696,0.16428835690021515,46.30998992919922,116.88605499267578,1.394973635673523,4.853842735290527,25.107297897338867,39.53572463989258,0.47830280661582947,0.2126014232635498,1.0,0.0,1.0,0.0,0.5493934154510498,0.49755436182022095,2481.40478515625,2666.7880859375,5.225405216217041,7.621542930603027,-2.897864170847697e-09,4.221684335448117e-09,0.012196618132293224,0.01747564971446991,0.0004811281687580049,0.0023558957036584616,5.8679990615928546e-05,0.0003593087021727115,0.005054888781160116,0.010887250304222107,0.006855709943920374,0.012771953828632832,6.378239631652832,1.2791568040847778,0.04139373451471329,0.05226460099220276,19.629758834838867,43.2656364440918,0.002308690920472145,0.0025630355812609196,3887.483642578125,4041.079345703125,2.3081984519958496,2.7586164474487305,4609868.0,3767916.0,1.4330902099609375,2.001077651977539,0.1488124281167984,0.1529877483844757
7AsqUKKbPMxOFNIbRLBxHt,0.6033565998077393,15.525861740112305,5.220986843109131,0.443372905254364,0.10938786715269089,25.26763343811035,174.29957580566406,0.9545171856880188,3.7486484050750732,11.929693222045898,14.795710563659668,0.37842029333114624,0.10994026809930801,8.340865135192871,17.847431182861328,6.4001383781433105,0.42956608533859253,0.10661128908395767,13.502683639526367,27.723730087280273,0.571536660194397,2.8160712718963623,21.700193405151367,26.866653442382812,18.445682525634766,20.014299392700195,-15.1824951171875,5.030655860900879,-23.728221893310547,35.131160736083984,-17.24718475341797,10.264229774475098,17.54079818725586,6.082037925720215,0.4092172086238861,0.11871597915887833,30.378917694091797,77.9098129272461,1.775465965270996,3.769437313079834,25.34204864501953,37.49297332763672,0.4635569453239441,0.15641061961650848,1.0,0.0,0.9996352791786194,0.01909514144062996,0.31525835394859314,0.4646071791648865,1880.206787109375,1744.0980224609375,5.1552581787109375,4.5111870765686035,-4.175904066983094e-09,4.7196140329219816e-09,0.01743396744132042,0.019183974713087082,0.0004955671029165387,0.0012097228318452835,0.00011524893488967791,0.0009685232071205974,0.00613235030323267,0.010402925312519073,0.010825615376234055,0.01665513776242733,6.15192174911499,0.9379359483718872,0.06591277569532394,0.051292333751916885,18.449783325195312,36.87335968017578,0.0033551156520843506,0.0023983162827789783,2807.59521484375,2739.35498046875,2.257831335067749,2.3484866619110107,3714395.75,2302326.5,2.4115183353424072,2.4462196826934814,0.10768142342567444,0.09413181990385056
